735.78,409.91
736.27,411.39
736.49,411.05
736.93,412.19
736.99,412.00
737.21,411.87
737.07,408.69
737.07,408.29
737.08,408.12
737.14,407.50
736.99,407.41
736.34,423.96
736.32,423.59
736.20,422.67
736.29,423.51
736.03,422.89
735.72,422.02
735.30,420.96
734.78,417.99
734.79,417.71
734.01,414.05
734.04,408.84
733.42,409.60
732.20,410.66
732.30,410.35
731.31,410.25
729.88,407.06
728.25,405.36
726.83,403.38
726.78,403.29
725.68,410.61
723.53,411.28
720.95,409.67
717.59,397.27
717.55,397.68
718.35,373.88
712.19,378.14
699.31,412.47
693.97,409.16
693.75,408.55
687.68,412.09
679.60,415.73
667.64,422.91
666.50,418.51
666.49,418.41
659.84,422.76
654.43,423.57
648.82,429.46
643.24,435.32
643.33,435.43
637.92,440.52
630.71,442.54
625.89,448.16
623.37,449.33
623.04,451.09
621.08,449.32
620.17,451.44
619.90,452.52
619.02,455.93
618.83,456.15
619.17,456.29
621.45,454.40
624.70,451.57
631.01,444.24
630.79,444.78
634.39,442.62
646.63,436.73
651.72,432.15
657.14,424.71
657.08,424.58
658.20,392.07
655.61,386.74
653.03,379.28
656.78,368.36
656.63,400.37
657.14,359.46
658.05,351.66
660.68,346.72
661.97,343.36
661.95,343.35
664.14,344.00
663.07,344.31
658.53,345.58
654.35,349.54
654.22,349.42
651.58,356.00
648.90,364.63
646.13,374.52
648.03,379.87
648.05,379.90
649.71,382.04
646.80,409.74
640.97,403.20
632.68,398.31
632.66,397.91
620.93,405.39
615.84,403.33
607.22,400.59
599.98,401.92
599.74,401.36
600.63,406.99
593.75,404.51
592.81,406.15
587.58,405.96
587.40,406.19
588.38,409.66
585.41,408.53
583.42,408.45
582.31,409.44
582.29,409.31
579.57,411.00
580.09,410.84
576.66,408.69
578.35,410.38
578.20,410.59
573.67,410.72
578.09,412.49
574.08,410.93
574.33,411.01
574.44,411.09
572.62,411.36
572.95,412.67
572.94,412.06
571.72,411.00
571.55,410.24
571.95,411.05
575.17,411.63
572.93,408.86
576.55,407.54
576.44,407.25
577.17,405.28
580.56,403.13
581.35,404.76
581.54,407.47
581.46,407.49
582.72,409.55
584.04,412.20
585.16,414.99
585.10,414.75
585.12,417.34
583.64,418.83
582.63,422.85
592.43,431.11
591.67,432.21
593.82,436.77
596.18,443.86
602.79,446.93
608.14,453.77
608.44,453.03
622.77,459.26
630.61,464.90
641.09,469.22
649.18,474.37
650.62,472.43
670.34,468.75
682.39,465.38
691.28,460.78
701.44,454.69
701.66,453.78
720.10,442.09
725.69,438.44
731.30,433.28
721.57,428.57
721.59,428.52
718.85,419.93
716.85,410.30
718.43,401.08
718.92,389.78
718.99,390.16
720.89,387.38
728.94,376.77
735.46,374.31
739.62,384.89
739.76,384.73
746.16,392.65
749.66,397.79
752.40,395.93
756.36,388.21
758.59,384.87
764.87,383.64
767.88,390.07
773.08,396.36
779.84,400.88
779.72,400.87
797.95,413.70
810.09,431.48
826.62,428.21
839.25,438.35
839.31,438.34
855.49,440.08
870.50,445.61
883.22,441.81
893.54,433.88
893.68,434.58
904.13,451.23
913.11,465.32
926.05,482.41
937.12,502.53
937.27,502.10
943.99,506.28
950.91,496.59
956.10,498.21
961.06,499.95
961.33,499.49
965.19,511.08
969.02,512.74
973.62,513.66
976.89,515.35
977.23,516.51
978.26,517.26
980.95,519.71
983.40,521.91
987.95,525.13
989.86,524.99
990.99,527.98
990.99,528.09
991.90,529.65
992.62,529.01
993.62,530.59
994.50,530.40
994.42,530.30
995.33,529.34
996.08,527.21
995.49,524.85
996.59,524.97
996.69,524.93
