1020.05,388.22
1016.52,389.63
1007.19,394.07
1004.85,395.03
1000.04,406.26
993.64,413.34
987.24,420.41
985.36,421.86
985.36,421.86
980.25,425.34
978.98,431.54
981.18,434.65
982.55,443.80
982.42,443.63
977.34,443.78
976.38,458.81
973.29,461.81
969.40,464.17
969.52,465.79
964.10,469.92
960.47,471.48
958.07,474.35
955.06,469.97
954.92,470.29
952.11,470.23
951.12,463.88
948.29,465.00
947.16,461.65
946.23,462.44
945.21,461.17
944.46,456.95
944.08,455.38
940.29,460.79
940.38,451.99
938.19,455.40
935.12,454.16
931.84,450.92
928.56,446.98
928.56,446.97
925.95,441.38
923.65,436.23
920.83,436.28
917.47,440.55
917.47,440.55
913.78,442.23
910.43,439.81
907.21,439.54
903.55,439.91
903.52,439.81
899.81,439.74
895.76,441.06
892.19,441.24
889.29,441.29
889.17,441.36
886.40,442.30
883.14,443.27
879.38,451.15
875.41,447.81
875.40,447.89
871.35,442.11
867.87,434.19
860.66,436.18
856.68,440.52
856.67,440.96
853.99,439.20
850.76,439.43
847.69,439.26
844.58,439.38
844.56,439.07
841.04,438.73
837.68,438.68
834.33,438.23
830.81,437.37
830.81,437.37
827.59,436.82
823.98,436.31
820.54,436.40
817.57,435.84
817.50,435.64
814.70,434.98
811.88,433.08
808.81,431.70
806.28,431.62
806.27,431.72
803.57,430.95
801.19,432.00
798.83,432.97
796.85,438.12
796.85,438.11
793.86,432.60
791.43,425.93
786.96,425.73
784.85,431.37
784.83,431.30
782.50,434.69
780.40,435.61
778.14,439.35
776.02,436.03
776.02,436.06
773.88,437.26
771.71,437.09
769.32,437.08
769.33,437.12
766.90,436.56
763.93,435.66
761.02,435.24
757.73,436.19
757.75,436.36
755.04,436.71
752.04,440.88
748.51,437.97
744.97,435.29
744.96,435.37
741.60,435.54
738.56,441.69
735.00,448.50
731.14,451.75
731.14,451.75
727.31,455.85
723.24,445.44
716.24,446.25
712.90,445.64
712.87,445.55
708.88,447.43
705.05,446.46
701.24,446.39
697.48,445.89
697.04,444.87
693.26,444.23
689.53,444.47
685.56,444.34
681.76,444.14
681.77,444.11
677.95,444.57
674.33,444.72
670.36,443.37
667.06,447.22
667.06,447.47
662.74,445.44
658.56,440.13
655.57,442.06
652.85,449.04
652.84,448.92
649.83,455.16
646.69,459.06
643.60,462.07
640.63,464.62
640.63,464.66
638.05,454.83
635.18,455.76
630.47,456.08
627.67,455.12
627.60,455.01
624.18,455.09
621.02,453.44
618.11,452.21
614.64,450.80
614.42,450.18
611.28,449.08
608.01,447.65
604.77,447.43
602.19,452.25
602.03,451.33
598.41,450.70
594.77,446.35
591.55,440.64
588.96,439.75
588.96,439.75
586.59,443.98
584.17,447.34
581.58,451.21
579.21,452.21
579.21,452.31
576.70,454.48
574.33,456.09
573.13,442.73
571.00,442.86
568.51,444.11
563.24,446.23
563.24,446.22
559.68,454.64
557.29,452.38
555.27,445.68
552.44,443.21
552.05,443.72
548.83,443.42
545.62,441.75
542.01,441.53
538.94,442.37
538.87,443.09
536.01,442.43
533.03,443.50
531.07,447.80
527.86,445.43
527.80,445.22
525.56,445.09
522.97,440.79
520.89,436.99
519.12,432.75
519.12,432.74
517.31,430.36
516.23,431.27
515.29,432.08
514.17,433.38
514.14,433.64
512.92,435.30
511.93,436.90
510.07,438.01
509.11,437.24
509.02,436.86
507.91,437.16
506.89,436.05
505.39,435.05
504.06,436.26
504.07,436.09
502.51,435.37
500.67,431.98
498.59,430.35
496.82,431.78
496.60,431.94
495.22,434.47
493.60,437.44
492.38,436.81
491.18,439.22
491.18,439.22
490.11,439.75
489.09,440.29
488.24,441.24
487.46,442.25
487.44,442.23
487.12,440.47
486.61,440.91
485.94,441.04
485.24,440.68
485.24,440.68
484.47,441.51
483.25,441.61
480.12,442.38
478.68,441.31
478.65,441.32
477.04,440.37
475.69,440.34
474.30,440.54
473.22,439.82
473.19,439.77
472.50,439.60
471.91,439.94
471.85,439.81
472.00,440.07
472.03,440.11
472.52,440.11
473.15,439.79
474.13,441.30
475.27,441.05
474.46,430.40
475.65,430.91
477.05,431.57
478.86,431.51
481.28,434.02
481.26,434.27
483.43,435.68
485.78,436.38
488.05,437.08
490.40,436.54
490.56,437.33
493.23,437.67
499.93,437.71
503.41,437.33
506.78,436.14
506.87,435.48
510.73,435.45
514.27,435.90
517.90,434.64
521.16,435.11
521.44,434.44
524.43,434.71
527.86,434.12
531.20,434.59
533.62,436.74
533.61,436.69
535.57,442.87
538.39,443.34
542.54,434.98
546.17,428.62
546.18,428.56
548.59,425.48
551.01,435.28
553.70,442.52
556.85,449.78
557.03,448.66
560.48,454.76
563.38,456.25
567.04,444.75
569.96,444.88
569.96,444.88
572.51,444.35
580.20,446.28
584.07,445.19
588.93,443.59
588.57,443.65
592.73,441.32
596.78,439.88
600.75,437.99
604.56,438.95
604.54,437.93
607.88,440.38
611.97,440.59
616.33,434.53
620.55,429.74
620.55,430.22
623.67,432.02
626.96,437.50
630.37,441.09
634.06,445.79
634.10,445.72
637.85,447.63
641.04,449.08
642.70,432.09
645.95,432.30
645.95,432.32
649.03,432.54
651.95,432.15
655.46,432.29
658.72,431.51
658.64,431.42
666.58,426.88
670.96,425.53
675.36,423.10
679.32,423.18
679.31,422.88
683.70,421.76
687.71,421.51
690.94,421.28
693.58,423.43
693.64,423.15
695.43,431.32
698.02,422.66
699.12,428.57
700.51,426.99
700.54,426.35
701.29,425.69
701.85,424.03
702.33,423.24
702.48,423.59
702.48,422.33
702.63,421.12
702.87,417.60
703.13,416.87
703.14,416.92
703.31,415.42
703.58,414.90
703.98,413.61
704.44,413.97
704.43,413.85
705.08,414.24
705.22,414.66
705.16,414.92
705.13,414.25
705.15,414.37
704.84,414.20
704.77,414.06
704.43,414.57
703.75,425.68
703.77,425.87
703.52,426.11
703.30,426.87
703.32,418.41
702.80,426.94
703.17,419.07
703.07,418.93
702.99,418.59
703.00,418.99
703.09,418.97
703.08,418.23
703.29,417.91
703.72,417.59
704.32,417.64
704.79,417.53
704.80,417.41
705.72,418.05
706.49,418.43
707.30,418.22
708.35,418.85
708.34,418.93
710.20,419.71
711.08,422.06
712.27,422.62
713.73,422.73
713.72,422.80
716.32,441.04
717.61,439.23
718.84,437.55
720.20,437.23
720.21,437.21
720.43,420.05
721.44,420.01
722.03,419.34
722.36,419.23
722.42,419.00
722.91,418.36
723.05,417.90
723.27,417.33
723.49,417.37
723.48,417.16
723.49,416.44
723.35,416.29
724.26,410.24
724.31,409.90
724.09,411.21
724.22,410.92
724.29,411.63
724.29,412.63
724.01,413.09
724.05,413.16
723.92,413.03
723.55,413.25
723.01,413.68
722.47,413.40
722.52,413.27
720.60,431.57
719.87,430.47
719.23,430.17
718.70,429.27
718.70,428.95
718.35,428.14
717.88,426.65
717.43,426.01
717.49,410.67
717.50,410.62
716.96,410.45
716.82,411.16
716.54,410.70
716.61,410.71
716.63,410.69
716.50,410.74
716.59,410.78
716.52,411.16
716.71,409.81
716.78,409.80
716.90,409.91
717.31,409.89
717.55,409.42
718.74,410.47
718.76,410.42
719.55,410.74
720.29,411.14
720.94,412.68
723.70,431.25
723.61,431.67
725.06,432.36
726.00,432.98
727.30,432.54
728.38,429.83
728.45,429.59
729.59,427.75
730.90,425.64
731.92,423.85
732.90,423.75
733.12,423.66
733.80,423.28
734.77,422.46
735.10,421.87
736.01,421.27
735.92,420.97
